Gene	CCL_A	CCL_B	CCL_C
DPY19L3	3.8661	1.8224	4.2191
DPY19L4	4.8937	3.6601	4.7344
DPY30	5.8715	6.8554	6.7129
DPYD	0	3.909	3.642
DPYD-AS1	0	0.0701	0
DPYD-AS2	0	0	0
DPYD-IT1	0	0	0
DPYS	0	0	0.1031
DPYSL2	5.2253	3.3807	4.5952
DPYSL3	0	5.4948	4.5677
DPYSL4	0.0396	0.3723	0
DPYSL5	0.0617	0.5059	3.6827
DQX1	4.3881	1.2887	0.4064
DR1	5.9495	5.9414	5.3693
DRAM1	5.0547	1.6375	3.0892
DRAM2	5.4824	4.4798	3.0918
DRAP1	5.2819	8.5385	8.127
DRAXIN	0	0	0
DRAXINP1	0	0	0
DRC1	0	0	0
DRD1	0.04	0.0094	0
DRD2	0	0.0616	0.7718
DRD3	0	0	0
DRD4	0.8252	0.1827	0.3913
DRD5	0	0	0
DRD5P1	0	0	0
DRD5P2	0	0	0
DRG1	6.2006	6.7414	6.2101
DRG2	4.564	5.0694	6.0549
DRGX	0	0	0
DROSHA	4.3546	5.9882	5.8448
DRP2	0.2097	0.2026	0
DSC1	0.0129	0.3013	0
DSC2	4.6829	4.3606	0.7107
DSC3	0.0157	6.4409	1.7753
DSCAM	0.0064	0	0
DSCAM-AS1	0	0	0
DSCAM-IT1	0	0	0
DSCAML1	0	0.7496	0
DSCC1	5.3339	4.4789	5.1557
DSCR10	0	0	0
DSCR3	5.4626	4.0262	4.7612
DSCR4	0	0	0.9706
DSCR4-IT1	0	0	0.1005
DSCR8	0	0.085	2.4329
DSCR9	0.1991	0.5328	0.2909
DSE	0.3995	4.5385	1.0236
DSEL	0	0.3416	1.1105
DSG1	0	2.0235	0.0174
DSG2	6.8015	7.0225	4.6762
DSG3	0.4981	6.5054	0.008
DSG4	0.1462	0.1334	0
DSN1	5.3919	5.2308	5.7023
DSP	5.5077	7.2591	2.465
DSPP	0	0	0
DST	5.9395	6.8671	4.1722
DSTN	9.1194	8.1768	8.629
DSTNP1	0.1132	0.8919	1.0378
DSTNP2	3.4629	1.8449	2.7152
DSTNP4	0	0	0
DSTNP5	0	0	0
DSTYK	3.006	2.5007	3.1797
DTD1	6.8936	6.1803	6.2388
DTD2	4.4492	3.9019	3.323
DTHD1	0	0	0
DTL	4.8688	4.7637	5.5854
DTNA	0.3387	0	1.4718
DTNB	3.57	2.7283	3.1994
DTNBP1	3.6022	2.9903	3.7079
DTWD1	5.7261	2.7138	5.3062
DTWD2	4.0953	1.8301	0.8636
DTX1	0.2297	0.0328	2.7406
DTX2	3.2721	3.8215	3.4754
DTX2P1	1.0755	1.621	1.5318
DTX2P1-UPK3BP1-PMS2P11	0.218	0.6105	0.7729
DTX3	0	3.6889	4.6492
DTX3L	3.6293	3.7867	3.5557
DTX4	4.6023	3.6128	0.3887
DTYMK	5.8686	6.0756	6.0158
DUOX1	0	3.6983	0.0757
DUOX2	0.0082	1.967	0
DUOXA1	0	4.1697	0
DUOXA2	0	0.3224	0
DUPD1	0	0	0
DUS1L	5.8108	6.0066	6.0292
DUS2	4.0352	3.9349	4.1983
DUS3L	4.1496	5.0682	5.6332
DUS4L	4.388	3.3003	3.3824
DUSP1	5.5833	3.9211	3.5127
DUSP10	1.6865	3.8562	4.8979
DUSP11	5.3361	5.307	4.7185
DUSP12	5.7235	4.5135	6.2142
DUSP13	0	0	0
DUSP14	3.8234	5.2419	6.0515
DUSP15	0.24	0	1.1967
DUSP16	4.5026	2.3272	2.6035
DUSP18	2.7875	2.024	1.6819
DUSP19	2.3961	0.4596	0.7458
DUSP2	2.6368	1.7663	1.9854
DUSP21	0	0	0
DUSP22	3.1747	3.2317	3.3707
DUSP23	4.6111	4.5305	5.0165
DUSP26	0	0	0
DUSP27	0	0	0
DUSP28	2.5531	1.7709	1.5303
DUSP3	4.8284	4.4754	4.306
DUSP4	5.5082	2.5047	6.4
DUSP5	0.2958	2.4687	3.9187
DUSP5P1	0.5328	1.4078	1.1081
DUSP5P2	0	0	0
DUSP6	5.755	4.6589	7.1264
DUSP7	2.5614	5.5041	4.485
DUSP8	3.5492	0.6953	0.0583
DUSP8P1	0	0	0
DUSP8P2	0	0	0
DUSP8P3	0	0	0
DUSP8P4	0	0	0
DUSP8P5	0.6648	0.5391	1.4165
DUSP9	0.8935	4.7156	2.7136
DUT	6.1358	7.3224	7.2229
DUTP1	0	0	0
DUTP2	0	0.5999	0
DUTP3	0	0	0
DUTP4	0	0	0
DUTP5	0	0	0
DUTP6	0	0	0
DUTP7	0	0	0
DUTP8	0	0	0
DUX4	0	0.1428	0.0129
DUX4L10	0	0	0
DUX4L11	0	0	0
DUX4L12	0	0	0
DUX4L13	0	0	0
DUX4L14	0	0	0
DUX4L15	0	0	0
DUX4L16	0	0	0
DUX4L17	0	0	0
DUX4L18	0	0	0
DUX4L19	0	0	0
DUX4L2	0.086	0.2412	0
DUX4L3	0	0.1428	0.0129
DUX4L4	0	0.1234	0.0129
DUX4L5	0	0.1428	0.0129
DUX4L6	0	0.1428	0.0129
DUX4L7	0	0	0.0129
DUX4L8	0	0	0
DUX4L9	0	0.9861	0
DUXA	0	0	0
DUXAP1	0	0	0
DUXAP10	0	0	0
DUXAP2	0	0	0
DUXAP3	0	0	0
DUXAP4	0	0	0
DUXAP5	0	0	0
DUXAP6	0	0	0
DUXAP7	0	0	0
DUXAP8	0	0	0
DVL1	5.2272	4.7599	5.4241
DVL2	4.1949	5.5246	5.338
DVL3	5.6072	5.9564	4.7636
DXO	4.0377	3.0844	3.9454
DYDC1	0	0.0501	0
DYDC2	0	0	0
DYM	5.0903	3.0363	4.0439
DYNAP	0	0	0
DYNC1H1	6.7091	6.1533	6.4401
DYNC1I1	0.4581	0.4516	0.6446
DYNC1I2	6.2861	6.8009	5.3382
DYNC1I2P1	0.0369	0.0551	0
DYNC1LI1	5.7082	4.446	6.2268
DYNC1LI2	6.7941	5.8928	6.5677
DYNC2H1	0.0716	2.7369	3.1013
DYNC2LI1	3.4807	3.2921	4.6943
DYNLL1	8.6277	9.2662	8.7947
DYNLL1-AS1	3.9973	3.1305	3.3078
DYNLL1P1	0	0.3738	0
DYNLL2	5.2008	4.6747	5.0418
DYNLRB1	7.6068	7.7927	8.1381
DYNLRB2	0	0.5173	0
DYNLT1	7.3822	7.2246	7.0177
DYNLT3	6.6095	3.637	6.5476
DYNLT3P1	0	0	0
DYNLT3P2	0	0	0
DYRK1A	5.3363	4.0806	4.184
DYRK1B	2.1157	2.0712	3.5713
DYRK2	4.6832	4.1607	4.6842
DYRK3	1.2963	2.2071	4.0283
DYRK4	3.7408	3.7998	4.3917
DYSF	0.0412	0	0.529
DYTN	0	0	0
DYX1C1	1.5893	0.6466	2.6711
DYX1C1-CCPG1	1.2376	0	1.8811
DZANK1	1.2338	0.9961	1.8447
DZIP1	0.0769	3.8918	5.3981
DZIP1L	0.2312	1.5803	2.2812
DZIP3	3.9005	2.6353	3.2759
E2F1	4.4188	4.6112	5.1682
E2F2	4.1938	3.4019	2.6031
E2F3	4.2706	2.748	4.3134
E2F3-IT1	0	0	0
E2F4	6.0153	6.2394	6.9206
E2F4P1	0	0	0
E2F5	4.1375	2.2229	2.7711
E2F6	4.7222	3.1426	4.9163
E2F7	4.1151	3.4088	3.8115
E2F8	3.3285	3.5344	2.8085
E4F1	3.6106	4.4048	4.5159
EAF1	5.4669	3.3849	4.6194
EAF1-AS1	0.8295	0.1047	0.4241
EAF2	3.2985	1.2185	2.147
EAPP	5.7372	4.9481	5.3712
EARS2	4.2997	4.4623	5.0578
EBAG9	7.1948	5.138	4.124
EBAG9P1	0	0	0
EBF1	0	0	0
EBF2	0	0	0
EBF3	0	0	4.985
EBF4	0.065	1.2958	0.1214
EBI3	0	0	0.9087
EBLN1	0	0	0
EBLN2	2.0262	0.3432	2.0093
EBNA1BP2	6.5713	7.7408	7.9244
EBP	6.6403	6.4885	6.4994
EBPL	6.0759	5.4982	5.4992
ECD	4.8353	4.2058	5.8841
ECE1	5.0794	4.5593	5.157
ECE2	3.8421	4.5366	2.6239
ECEL1	0	0	0
ECEL1P2	0	0	0
ECEL1P3	0	0	0
ECH1	7.9869	7.8063	8.0829
ECHDC1	6.3688	5.3189	5.8167
ECHDC2	4.9407	2.5609	3.5799
ECHDC3	3.7494	0.0635	0
ECHS1	7.4076	6.6774	7.0742
ECI1	6.6101	6.1036	5.0934
ECI2	2.8834	5.6478	5.4702
ECM1	4.2717	3.382	4.3058
ECM2	0.0271	0.2676	0.2937
ECSCR	0	0	0
ECSIT	4.9727	4.8708	5.6191
ECT2	7.7187	6.4115	5.5245
ECT2L	0.3371	0.1164	0.0206
EDA	1.2368	2.0459	0
EDA2R	0	0	2.3765
EDAR	0.7131	0.2997	0
EDARADD	0	2.81	0.4626
EDC3	4.6256	4.8549	5.9825
EDC4	4.6296	4.5847	5.9517
EDDM3A	0	0	0
EDDM3B	0	0	0
EDEM1	5.7912	3.8991	5.3766
EDEM2	6.0421	4.5433	4.6932
EDEM3	5.209	3.0146	4.5853
EDF1	8.5738	8.6529	8.0462
EDIL3	0.0128	3.9593	1.3369
EDN1	3.987	2.0647	0
EDN2	0	0.4917	0
EDN3	0	0	0.0378
EDNRA	0	0.196	0.2717
EDNRB	0.0626	0	5.0211
EDNRB-AS1	0	0	0
EEA1	2.9587	2.2363	3.6038
EED	4.719	4.5797	5.5757
EEF1A1	13.2541	13.5148	13.5069
EEF1A1P1	0	0	0
EEF1A1P10	0	0	0
EEF1A1P11	0.3984	0.5763	0.4704
EEF1A1P12	0.367	0.6938	0.4294
EEF1A1P13	1.0913	1.544	1.2064
EEF1A1P14	0	0	0
EEF1A1P15	0	0	0
EEF1A1P16	0	0.2251	0
EEF1A1P17	0	0	0
EEF1A1P19	1.0345	0.8952	0.9591
EEF1A1P20	0	0	0
EEF1A1P21	0	0	0
EEF1A1P22	0	0	0
EEF1A1P24	0	0	0
EEF1A1P25	0	0.0299	0.0344
EEF1A1P26	0	0	0
EEF1A1P27	0	0	0
EEF1A1P28	0	0	0
EEF1A1P29	0	0	0
EEF1A1P3	0	0	0
EEF1A1P30	0	0.1103	0
EEF1A1P31	0	0	0
EEF1A1P32	0	0	0
EEF1A1P33	0	0	0
EEF1A1P34	0	0	0
EEF1A1P36	0	0	0
EEF1A1P37	0	0	0
EEF1A1P38	0	0.0273	0
EEF1A1P39	0	0	0
EEF1A1P4	0.1831	0.2268	0.1497
EEF1A1P40	0	0	0
EEF1A1P41	0	0	0
EEF1A1P42	0	0	0
EEF1A1P5	6.405	9.8822	9.4457
EEF1A1P6	4.0199	4.6445	4.5361
EEF1A1P7	0	0	0
EEF1A1P8	0	0	0
EEF1A1P9	0	0.638	0.0625
EEF1A2	0.8821	1.6126	4.7606
EEF1B2	9.691	10.0086	9.2986
EEF1B2P1	0	0	0
EEF1B2P2	0	0	0
EEF1B2P3	0.7804	1.0147	0.5161
EEF1B2P4	0	0	0
EEF1B2P5	0	0	0
EEF1D	9.4709	9.7894	8.6984
EEF1DP1	0	0	0
EEF1DP2	0	0	0
EEF1DP3	0	0	0
EEF1DP5	0	0	0
EEF1E1	6.3043	4.8353	6.2541
EEF1E1-BLOC1S5	0	1.2616	1.3494
EEF1G	10.7154	11.2291	11.0519
EEF1GP1	0	0	0
EEF1GP2	0	0	0
EEF1GP3	0	0	0
EEF1GP4	0	0	0
EEF1GP5	0	0	0
EEF1GP6	0	0	0
EEF1GP7	0	0	0
EEF1GP8	0	0	0
EEF2	10.3794	10.4603	10.654
EEF2K	5.1447	4.331	4.0346
EEFSEC	3.6203	3.4845	3.5358
EEPD1	0.0228	1.071	0.1655
EFCAB1	0	0.4698	0
EFCAB10	0.6839	0.3324	0.5242
EFCAB11	4.7696	3.3547	3.4976
EFCAB12	0.0687	0	0.1998
EFCAB13	0.041	0.302	1.7683
EFCAB14	6.4983	5.2045	4.353
EFCAB14-AS1	0	0	0
EFCAB14P1	0	0	0
EFCAB2	2.1728	0.749	2.3474
EFCAB3	0	0	0
EFCAB4A	5.9259	2.3727	0.4983
EFCAB4B	0.3312	2.02	4.4505
EFCAB5	0	0.0155	0
EFCAB6	0.1521	0.8678	0.0386
EFCAB6-AS1	0	1.7805	0
EFCAB7	2.0732	1.5732	1.9807
EFCAB8	0.2793	0	0
EFCAB9	0	0	0
EFCC1	0.6457	0.0421	0
EFEMP1	0	6.8582	4.0075
EFEMP2	0	1.7467	1.9562
EFHB	0	0	0.7338
EFHC1	1.747	3.0376	3.2878
EFHC2	0	0	0
EFHD1	0.1482	0.3354	0.2291
EFHD2	4.604	5.7269	5.8414
EFNA1	7.1743	5.1327	4.5785
EFNA2	0.0987	1.7608	0.0801
EFNA3	3.2975	3.8966	0.4855
EFNA3	9e-04	0	0
EFNA4	4.3144	3.8193	2.752
EFNA5	2.2495	1.7724	1.4471
EFNB1	4.6251	7.0056	2.2865
EFNB2	2.9421	5.4173	4.4875
EFNB3	0	3.2634	2.4349
EFR3A	6.5493	5.0352	4.0219
EFR3B	0.186	0.1947	0.5527
EFS	0.0399	4.2616	0
EFTUD1	4.0891	2.6249	3.9523
EFTUD1P1	0	0	0.1059
EFTUD1P2	0	0	0
EFTUD2	6.2402	6.8182	7.7438
EGF	0.0361	0.0927	1.0043
EGFEM1P	0	0	0.2175
EGFL6	0	0.1223	0
EGFL7	4.6028	5.1265	3.2709
EGFL8	1.9734	2.0757	2.4769
EGFLAM	0	0	2.8522
EGFLAM-AS1	0	0	0
EGFLAM-AS2	0	0	0
EGFLAM-AS3	0	0	0
EGFLAM-AS4	0	0	0
EGFR	3.9378	7.2645	1.7991
EGFR-AS1	0	0.5888	0
EGLN1	6.341	4.0543	4.8935
EGLN1P1	0	0	0
EGLN2	4.9517	5.3998	5.7697
EGLN3	1.2566	3.7399	0.3291
EGLN3-AS1	0	0	0
EGOT	0	0	0
EGR1	5.1999	5.3991	4.6075
EGR2	0	0.0754	0.7221
EGR3	0	0.0349	3.994
EGR4	0	0	0
EHBP1	5.6465	3.9131	5.8023
EHBP1L1	4.8217	6.1323	5.9269
EHD1	4.4352	6.0023	5.7046
EHD2	2.5556	6.2476	4.8824
EHD3	0.0495	2.6485	4.8954
EHD4	3.618	4.2936	5.287
EHF	7.9503	4.3319	0.1338
EHHADH	0.8856	3.7213	1.532
EHHADH-AS1	0	0	0
EHMT1	5.2581	5.45	5.6414
EHMT2	4.9727	4.3451	4.8204
EHMT2-AS1	0	0	0
EI24	7.9417	6.5828	7.532
EI24P1	0	0	0
EI24P2	0.05	0.0351	0
EI24P3	0	0	0
EI24P4	0	0	0
EID1	6.7223	6.8406	8.1486
EID2	3.5493	3.6639	3.9051
EID2B	0.5932	1.8604	2.3278
EID3	0	0	0.5459
EIF1	9.8169	8.6829	9.2629
EIF1AD	4.5383	5.3145	5.5545
EIF1AX	6.8463	6.99	7.2393
EIF1AX-AS1	0	0	0
EIF1AXP1	0.4859	5.7306	5.7828
EIF1AXP2	0	0	0
EIF1AY	5.4701	0	0.0998
EIF1B	6.5755	4.1522	6.2071
EIF2A	6.8773	7.0053	7.219
EIF2AK1	6.8596	6.6456	5.8498
EIF2AK2	4.5289	4.7246	5.5585
EIF2AK3	4.5176	3.3875	2.7733
EIF2AK4	4.7571	4.3743	5.3681
EIF2AP4	0	0	0
EIF2B1	5.0816	5.4484	7.0459
EIF2B2	5.9312	6.6368	6.2705
EIF2B3	4.2173	4.8254	5.4907
EIF2B4	4.8312	5.0228	5.5892
EIF2B5	6.0762	5.6649	5.4129
EIF2B5-AS1	0	0	0
EIF2B5-IT1	0	0	0
EIF2D	5.4647	4.9049	6.492
EIF2S1	7.4986	8.7096	7.7758
EIF2S2	8.3305	7.0865	7.5663
EIF2S2P2	0	0	0
EIF2S2P3	0.0571	0.2583	0.5324
EIF2S2P4	0.2749	0.6681	1.9649
EIF2S2P5	0	0	0
EIF2S3	8.0439	7.6612	8.2578
EIF2S3L	3.6259	0.0832	0.1247
EIF3A	7.6618	7.1041	8.0385
EIF3B	7.2134	8.0918	8.0885
EIF3C	8.0398	8.4514	9.222
EIF3CL	0.1781	0.6668	0.9851
EIF3D	7.9528	8.4566	7.9979
EIF3E	9.5411	9.0221	8.8285
EIF3EP1	0	2.8045	0
EIF3EP2	0	0	0
EIF3F	7.1866	7.3954	7.6152
EIF3FP1	0.093	0	0.7216
EIF3FP3	4.2534	3.7695	2.6804
EIF3G	7.1015	7.4681	8.6136
EIF3H	9.1261	8.3775	8.5302
EIF3I	8.2604	7.7768	9.5937
EIF3IP1	0	0	0
EIF3J	7.1174	6.3076	7.3419
EIF3J-AS1	3.3749	2.1573	3.6186
EIF3K	7.3722	8.8518	8.7553
EIF3KP1	0	0	0
EIF3KP2	0	0	0
EIF3KP3	0	0	0
EIF3L	8.5639	8.7173	9.0478
EIF3LP1	0	0	0
EIF3LP2	0	0	0
EIF3LP3	0	0	0
EIF3M	8.7759	10.3898	9.8141
EIF4A1	10.0428	10.4434	11.5197
EIF4A1P1	0	0	0
EIF4A1P10	0.0928	0.3629	0.6008
EIF4A1P11	0	0	0
EIF4A1P12	0	0	0
EIF4A1P13	0	0	0
EIF4A1P2	0	0	0.038
EIF4A1P3	0	0	0
EIF4A1P5	0	0	0
EIF4A1P6	0	0	0
EIF4A1P7	0	0	0
EIF4A1P8	0	0	0
EIF4A1P9	0	0	0
EIF4A2	9.3122	8.7692	7.6188
EIF4A2P2	0	0	0
EIF4A2P3	0	0.0708	0
EIF4A2P4	0	0	0
EIF4A2P5	0	0	0
EIF4A3	7.4006	7.7567	7.2274
EIF4B	8.7631	8.6192	9.1013
EIF4BP2	0.0303	0.0213	0
EIF4BP3	0.0711	0.0984	0
EIF4BP4	0	0	0
EIF4BP5	0	0	0
EIF4BP6	0.1469	0.1252	0.2912
EIF4BP7	0.3875	0.1037	0.1814
EIF4BP8	0	0	0
EIF4BP9	0	0	0
EIF4E	6.5586	6.2721	7.1743
EIF4E1B	0	0	0
EIF4E2	5.8602	6.6827	6.6163
EIF4E2P1	0	0	0
EIF4E3	1.9992	2.1849	0.0072
EIF4EBP1	7.4517	5.5026	7.6963
EIF4EBP1P1	0	0	0
EIF4EBP1P2	0	0	0
EIF4EBP2	5.5546	4.1391	4.4344
EIF4EBP2P	0	0	0
EIF4EBP3	4.158	0	0
EIF4ENIF1	3.7829	3.9284	3.6471
EIF4G1	7.5252	7.8499	7.6384
EIF4G2	9.1922	8.5386	8.3984
EIF4G3	5.374	4.5746	5.8978
EIF4H	8.2215	8.683	9.1356
EIF4HP1	0.1431	1.1633	0.89
EIF4HP2	0	0.4614	0.3469
EIF5	8.2666	8.1347	7.4028
EIF5A	9.3496	9.9158	10.2317
EIF5A2	2.7964	2.4138	2.8654
EIF5AL1	0.507	2.0283	0.0717
EIF5AP2	0	0	0
EIF5AP3	0	0	0
EIF5AP4	0	0.2517	0.2558
EIF5B	5.8426	5.9249	5.8806
EIF6	8.2043	8.0151	8.7242
ELAC1	3.7732	2.0208	2.9507
ELAC2	5.7755	6.1412	6.3253
ELANE	0	0	0.0425
ELAVL1	5.7896	5.8762	6.3417
ELAVL2	0	2.9714	1.6273
ELAVL3	0	0	0
ELAVL4	0	0	0
ELF1	5.758	4.6166	4.5083
ELF2	4.6898	3.8741	4.457
ELF3	7.5869	6.3312	0
ELF4	3.852	5.0498	2.9899
ELF5	0	0.9606	0
ELFN1	0.5103	0.3032	0.2586
ELFN2	0.6524	4.2147	0.1971
ELK1	4.8095	3.7216	5.9507
ELK1P1	0	0	0
ELK2AP	0	0	0
ELK2BP	0.0868	0.0309	0
ELK3	2.9488	2.8663	5.7223
ELK4	4.6084	3.235	4.1436
ELL	3.4123	3.1614	3.8928
ELL2	4.8985	5.1712	3.0318
ELL2P1	0	0.0201	0
ELL2P2	0	0	0
ELL2P3	0	0	0
ELL2P4	0	0	0
ELL3	3.3395	1.8054	0.8114
ELMO1	0	0.3891	5.2535
ELMO1-AS1	0	0	0
ELMO2	5.0139	4.1207	4.6715
ELMO2P1	0	0	0
ELMO3	5.3699	4.5305	1.7345
ELMOD1	0	0.2447	0.7737
ELMOD2	4.6631	2.9627	3.6144
ELMOD3	3.7196	3.0516	3.2641
ELMSAN1	4.1836	4.6858	3.9285
ELN	0	0	0
ELOF1	5.442	6.4441	7.3628
ELOVL1	7.6904	6.5316	6.5881
ELOVL2	0.0799	0.0095	1.1288
ELOVL2-AS1	0	0	0
ELOVL3	0.686	0.1584	0
ELOVL4	0	3.7975	3.385
ELOVL5	0	6.3187	6.2446
ELOVL6	5.2457	4.3521	4.9473
ELOVL7	5.3627	2.6504	0
ELP2	7.0828	4.2244	6.056
ELP3	5.5919	4.4923	4.9233
ELP4	4.5106	6.5364	3.4799
ELP5	4.9809	6.9408	6.5
ELP6	4.8677	4.4672	6.1259
ELSPBP1	0	0	0
ELTD1	0	0	1.41
EMB	0.0988	5.5437	4.5505
EMBP1	0	1.6581	0
EMC1	5.5499	5.1565	5.3532
EMC10	7.0611	6.465	5.2232
EMC2	7.4073	6.0347	5.3373
EMC3	5.7988	5.2772	6.434
EMC4	6.7892	7.0331	7.3229
EMC6	4.1683	5.9751	5.973
EMC7	6.9367	6.0916	6.6526
EMC8	5.0564	4.7554	4.8067
EMC9	5.1135	4.8258	4.5434
EMCN	0	0	0
EMCN-IT1	0	0	0
EMCN-IT2	0	0	0
EMCN-IT3	0	0	0
EMD	6.3053	6.5551	6.0923
EME1	3.9679	4.1366	4.5814
EME2	2.7888	2.6994	3.6369
EMG1	6.1811	5.1855	7.2718
EMID1	0	0.9473	0.0837
EMILIN1	0.1796	0.3644	6.2634
EMILIN2	0	3.2185	3.6044
EMILIN3	0.0453	0.0636	0.137
EML1	0.0267	2.4973	2.5979
EML2	6.4737	5.1452	5.1546
EML3	4.7757	4.5402	5.3538
EML4	4.6276	4.553	4.7982
EML5	2.5236	0.8079	1.7985
EML6	1.5769	1.3778	1.1106
EMP1	4.6357	5.5018	7.6317
EMP2	2.8319	5.9928	6.2699
EMP3	1.237	3.3189	7.0307
EMR1	0	0	3.05
EMR2	1.0309	1.3792	2.5911
EMR3	0	0	0
EMR4P	0	0	0
EMX1	2.0702	0.0394	0
EMX2	0	1.1196	0
EMX2OS	0	0.721	0
EN1	0	2.9126	1.0505
EN2	0.8695	1.7616	2.9512
ENAH	4.6	6.3519	7.6048
ENAM	0	0	0
ENC1	4.439	4.4502	5.5861
ENDOD1	4.4763	2.8765	3.9255
ENDOG	2.5813	4.1343	3.2639
ENDOU	0	0.255	0
ENDOV	3.4129	4.2282	3.675
ENG	0.6459	1.601	5.5749
ENGASE	4.1683	3.991	4.1438
ENHO	0	2.023	0.6205
ENKD1	2.1585	2.7355	4.7838
ENKUR	0	0.0336	0.0734
ENO1	10.0985	11.08	11.7201
ENO1-AS1	0.8064	0.0816	0
ENO1-IT1	0	0	0
ENO1P1	0	1.6005	0.2121
ENO1P2	0	0	0
ENO1P3	0	0	0
ENO1P4	0	0	0
ENO2	3.5212	3.9931	5.1581
ENO3	2.4557	2.3488	3.6084
ENO4	0.7147	0.729	0.2609
ENOPH1	6.6426	4.9969	4.9067
ENOSF1	6.6122	5.3395	4.6136
ENOX1	0.232	1.9867	0.9658
ENOX1-AS1	0	0	0
ENOX1-AS2	0	0	0
ENOX2	3.425	3.226	3.3017
ENPEP	0.2787	0.1713	0.1335
ENPP1	2.4561	0.6879	1.77
ENPP2	0	0	3.4043
ENPP3	0.4485	0	0.163
ENPP4	4.6226	0.3936	1.1185
ENPP5	0	0.9369	0.1326
ENPP6	0	0.0665	0
ENPP7	0	0	0
ENPP7P1	0	0	0
ENPP7P10	0	0	0
ENPP7P11	0	0	0
ENPP7P12	0.1638	0	0
ENPP7P13	0	0	0
ENPP7P2	0	0	0.4404
ENPP7P3	0	0	0
ENPP7P4	0	0	0.4503
ENPP7P5	0	0	0
ENPP7P6	0	0	0
ENPP7P8	0	0	0
ENPP7P9	0	0	0
ENSA	8.3014	8.1122	8.4989
ENSAP1	0	0	0
ENSAP2	0	0	2.2122
ENSAP3	0	0	0
ENTHD1	0	0	0
ENTHD2	3.97	3.6868	3.9083
ENTPD1	2.983	1.3638	2.8567
ENTPD1-AS1	3.4607	2.0728	4.0329
ENTPD2	4.3383	2.9586	0
ENTPD3	0	0	0
ENTPD3-AS1	0.898	0	0.8884
ENTPD4	4.9671	4.0578	4.7968
ENTPD5	4.4649	4.1251	3.0064
ENTPD6	7.7625	5.7271	6.0956
ENTPD7	3.0898	3.7441	3.1498
ENTPD8	0.5972	1.1609	0
ENY2	7.8697	7.626	8.1882
EOGT	2.4497	2.3542	4.0817
EOMES	0	0.845	0.254
EP300	4.8893	4.515	4.0947
EP400	3.8268	3.3326	4.1724
EP400NL	2.3697	1.7436	3.9772
EPAS1	5.5991	5.8875	0.81
EPB41	4.6954	2.6398	4.2408
EPB41L1	6.3716	6.0103	3.8777
EPB41L2	0.8576	6.2174	6.2214
EPB41L3	0	0.0691	0.118
EPB41L4A	1.6002	0.6638	0.522
EPB41L4A-AS1	5.9517	3.2012	4.7987
EPB41L4A-AS2	0	0	0
EPB41L4B	4.295	3.3732	0.8436
EPB41L5	4.6355	3.4984	1.8319
EPB42	0.3026	0	0.199
EPC1	4.3749	2.9312	3.2758
EPC2	4.2729	3.3527	3.6213
EPCAM	8.6365	6.702	0.7298
EPDR1	0	0	3.8172
EPG5	3.3915	1.9318	1.8439
EPGN	0	1.4132	0
EPHA1	3.7917	5.3185	0.1903
EPHA1-AS1	0.0217	0.4023	0
EPHA10	1.024	0.2694	0
EPHA2	6.9857	5.8727	6.3139
EPHA3	0	0	4.868
EPHA4	0.0508	3.6169	2.2514
EPHA5	0	0	0
EPHA6	0	0	0.1233
EPHA7	0	0	1.5665
EPHA8	0	0	0
EPHB1	0.0388	0.1329	2.4128
EPHB2	0	3.1424	3.4034
EPHB3	4.3564	4.3793	3.5928
EPHB4	5.9634	6.6171	5.2148
EPHB6	0.1044	2.2917	0
EPHX1	5.8384	4.5828	5.1859
EPHX2	5.1063	3.0923	0.2029
EPHX3	0.6628	0	1.9087
EPHX4	0	0	2.1607
EPM2A	2.2245	0.8621	2.1847
EPM2AIP1	0.0995	2.7055	3.7281
EPN1	5.5011	6.392	6.8559
EPN2	3.3253	5.3765	4.2572
EPN2-AS1	0	0	0
EPN3	4.0495	4.5239	0.0108
EPO	0	0.3776	0
EPOR	2.5091	2.7582	3.3213
EPPIN	0	0	0
EPPIN-WFDC6	0	0	0
EPPK1	4.7002	3.0104	0.0381
EPRS	7.0323	5.8563	7.0571
EPS15	4.8809	4.172	4.9365
EPS15L1	4.16	3.8901	5.0146
EPS15P1	0	0.2689	0
EPS8	6.834	2.0301	5.7217
EPS8L1	6.4318	2.7959	0.2377
EPS8L2	6.7972	5.4711	2.4941
EPS8L3	5.0006	0	0
EPSTI1	2.5019	3.3718	0.0141
EPT1	5.8882	4.0728	5.5185
EPX	0	0.1088	0
EPYC	0	0	0
EQTN	0	0	0
ERAL1	5.5171	5.7433	6.0246
ERAP1	4.1649	4.468	4.7253
ERAP2	3.2925	4.5863	0.361
ERAS	0	0.1974	0
ERBB2	6.0503	4.5572	4.9373
ERBB2IP	4.5069	4.5292	4.9415
ERBB3	7.0613	3.9779	7.8372
ERBB4	0.3696	0.0126	0
ERC1	2.7144	3.766	4.3155
ERC2	0	0.0789	0.0115
ERCC1	5.1101	5.3043	6.9199
ERCC2	3.7781	3.8695	4.4061
ERCC3	5.3334	5.2799	5.7739
ERCC4	2.7489	2.7709	3.0778
ERCC5	4.89	4.0392	4.6981
ERCC6	2.7601	2.0765	3.1684
ERCC6-PGBD3	0.9063	1.1701	1.7054
ERCC6L	2.9049	3.998	3.6953
ERCC6L2	3.9329	4.5501	4.2842
