Probe	CCL_A	CCL_B	CCL_C
cg08472583	0.1706	0.4185	0.4349
cg08473533	0.0767	0.281	0.1113
cg08474603	0.1402	0.8277	0.3593
cg08475088	0.1582	0.3763	0.0988
cg08478189	0.0616	0.0565	0.0588
cg08487038	0.0955	0.0948	0.1077
cg08487374	0.0474	0.0416	0.0495
cg08490173	0.0181	0.04	0.0314
cg08491025	0.0485	0.0534	0.1046
cg08491964	0.6695	0.0753	0.0378
cg08492707	0.0239	0.0315	0.0388
cg08493463	0.1586	0.8	0.5582
cg08494812	0.0343	0.0355	0.0462
cg08495878	0.3168	0.9424	0.6778
cg08496601	0.021	0.0271	0.0457
cg08496998	0.8625	0.8957	0.8738
cg08497766	0.1499	0.1009	0.1739
cg08500346	0.0858	0.0634	0.1411
cg08504049	0.0454	0.6121	0.0657
cg08504583	0.8832	0.8606	0.5018
cg08504905	0.0591	0.0554	0.0529
cg08505473	0.0941	0.0284	0.0798
cg08507270	0.1238	0.894	0.8402
cg08508325	0.0548	0.2495	0.0417
cg08509737	0.8552	0.915	0.8585
cg08510456	0.3249	0.4747	0.2327
cg08512940	0.0258	0.0397	0.0475
cg08513100	0.0201	0.0113	0.0117
cg08514736	0.0643	0.0555	0.0669
cg08519865	0.0594	0.0648	0.057
cg08519905	0.8765	0.3112	0.3407
cg08521225	0.5041	0.9667	0.9669
cg08524221	0.0371	0.0627	0.0522
cg08524525	0.0477	0.0367	0.0452
cg08525145	0.0759	0.396	0.2409
cg08525207	0.045	0.0393	0.1093
cg08525481	0.0363	0.0213	0.085
cg08527127	0.0373	0.8457	0.1129
cg08528984	0.4461	0.0785	0.274
cg08529259	0.0621	0.0452	0.0599
cg08529529	0.1249	0.8524	0.7039
cg08530414	0.3812	0.1572	0.0818
cg08531821	0.0666	0.0588	0.0747
cg08532057	0.9129	0.1156	0.7975
cg08535091	0.0344	0.0391	0.0265
cg08535373	0.4396	0.7583	0.1222
cg08536841	0.0813	0.819	0.5386
cg08537652	0.1028	0.0936	0.0884
cg08538752	0.5744	0.7615	0.5523
cg08539991	0.2146	0.8993	0.7191
cg08541219	0.0637	0.063	0.0639
cg08548086	0.0604	0.0339	0.0528
cg08548888	0.1444	0.0977	0.1398
cg08550026	0.3141	0.1468	0.1733
cg08551088	0.1279	0.1255	0.1366
cg08551633	0.1434	0.6263	0.4204
cg08551857	0.1037	0.0749	0.0713
cg08552121	0.0681	0.0507	0.0378
cg08552254	0.0481	0.0748	0.0695
cg08552999	0.0483	0.0493	0.0669
cg08553339	0.0548	0.0449	0.0787
cg08554114	0.8852	0.9574	0.8307
cg08554462	0.037	0.0481	0.075
cg08555612	0.5001	0.8824	0.2362
cg08555657	0.121	0.7259	0.1421
cg08555772	0.4252	0.0647	0.0925
cg08555924	0.9701	0.9785	0.9731
cg08557686	0.0912	0.132	0.159
cg08558340	0.0371	0.0485	0.0359
cg08558873	0.0757	0.8541	0.0826
cg08559914	0.8468	0.9457	0.937
cg08560942	0.164	0.1902	0.1136
cg08563994	0.0281	0.0215	0.0512
cg08567916	4e-04	0.0225	0.0138
cg08568512	0.8061	0.0146	0.0094
cg08568987	0.0486	0.0591	0.1123
cg08570275	0.1202	0.0506	0.1211
cg08570521	0.7765	0.1563	0.0567
cg08571203	0.0713	0.0471	0.0461
cg08572611	0.9343	0.9654	0.4324
cg08573687	0.941	0.977	0.7418
cg08573893	0.0294	0.034	0.0379
cg08575537	0.7484	0.994	0.6523
cg08575950	0.8723	0.923	0.9025
cg08576197	0.0846	0.0601	0.0838
cg08578023	0.873	0.8114	0.2689
cg08578305	0	0.0091	0.0047
cg08578641	0.9206	0.0962	0.093
cg08578734	0.5963	0.9413	0.0404
cg08579995	0.4858	0.9041	0.3332
cg08583049	0.7799	0.1551	0.5744
cg08584430	0.0028	0.0049	0.0033
cg08587542	0.0294	0.0605	0.0348
cg08587820	0.0296	0.0237	0.032
cg08590939	0.4155	0.0613	0.0873
cg08591489	0.0326	0.0453	0.0191
cg08592230	0.0516	0.0284	0.0608
cg08595011	0.1145	0.0959	0.1592
cg08596000	0.1402	0.9098	0.2085
cg08596544	0.0409	0.0472	0.0681
cg08596642	0.0806	0.0867	0.078
cg08598221	0.6156	0.9341	0.8448
cg08602689	0.275	0.0336	0.0478
cg08603768	0.1712	0.8602	0.3903
cg08604885	0.0442	0.0498	0.0719
cg08605641	0.0559	0.0448	0.0491
cg08606356	0.0839	0.0607	0.0597
cg08607082	0.1937	0.8127	0.0768
cg08608800	0.0577	0.0429	0.0606
cg08610361	0.0713	0.0468	0.092
cg08611714	0.146	0.9254	0.5356
cg08612037	0.0729	0.0584	0.183
cg08612601	0.0832	0.0762	0.0868
cg08613513	0.0363	0.0349	0.0618
cg08614201	0.1348	0.8943	0.8975
cg08614481	0.5329	0.8341	0.2723
cg08615333	0.7253	0.8494	0.9185
cg08617916	0.2534	0.0589	0.0752
cg08618113	0.0684	0.052	0.0576
cg08620270	0.0487	0.043	0.0848
cg08623383	0.2875	0.8563	0.4639
cg08623787	0.2965	0.9095	0.1128
cg08623947	0.1331	0.1908	0.168
cg08624249	0.1555	0.9091	0.9001
cg08625022	0.0266	0.0417	0.0591
cg08625335	0.051	0.0511	0.0665
cg08626653	0.7431	0.7792	0.8176
cg08626943	0.0803	0.0623	0.1446
cg08629913	0.3847	0.0335	0.0622
cg08631151	0.4008	0.3538	0.358
cg08632701	0.6353	0.4563	0.8153
cg08633154	0.043	0.0403	0.0505
cg08634464	0.2193	0.1288	0.0565
cg08635242	0.0468	0.0404	0.0616
cg08635249	0.0077	0.0224	0.0181
cg08636224	0.8387	0.9582	0.938
cg08638395	0.0576	0.0421	0.0422
cg08640498	0.2458	0.8639	0.3998
cg08643928	0.0027	0.007	0.0082
cg08646988	0.0103	0.0163	0.0272
cg08647446	0.0587	0.0568	0.6341
cg08647727	0.0272	0.0216	0.0374
cg08651674	0.0797	0.0744	0.0579
cg08652404	0.0275	0.0387	0.0476
cg08653874	2e-04	0.009	0.0011
cg08654655	0.0764	0.4023	0.2947
cg08655844	0.3847	0.3641	0.3803
cg08657449	0.1269	0.8842	0.8128
cg08658594	0.6142	0.9488	0.9151
cg08659539	0.928	0.9432	0.9035
cg08660285	0.0698	0.0806	0.0778
cg08661227	0.0406	0.034	0.0586
cg08661290	0.0497	0.0922	0.0506
cg08662074	0.1972	0.8324	0.3961
cg08663969	0.8877	0.9541	0.903
cg08665772	0.2228	0.9482	0.2056
cg08667721	0.0773	0.0594	0.0575
cg08668790	0.9121	0.8753	0.9042
cg08670517	0.1055	0.1043	0.1157
cg08670691	0.123	0.9111	0.5024
cg08673615	0.0569	0.049	0.0594
cg08674093	0.1238	0.1142	0.0673
cg08675585	0.1415	0.6799	0.6317
cg08675664	0.8137	0.2391	0.0947
cg08679985	0.6124	0.902	0.8393
cg08680085	0.0732	0.0655	0.153
cg08680102	0.0662	0.0532	0.1008
cg08680731	0.063	0.0581	0.0617
cg08682341	0.0233	0.0281	0.043
cg08684473	0.0636	0.7206	0.1527
cg08687163	0.0801	0.0691	0.8852
cg08687825	0.4138	0.2838	0.0495
cg08687901	0.1428	0.0651	0.1194
cg08687958	0.0852	0.1244	0.3138
cg08690031	0.0529	0.0609	0.0362
cg08690721	0.0849	0.0567	0.1092
cg08693206	0.0791	0.0771	0.0778
cg08693325	0.1698	0.7113	0.442
cg08694544	0.0684	0.6963	0.5037
cg08695223	0.0437	0.065	0.1143
cg08695830	0.0525	0.3389	0.0745
cg08696192	0.3718	0.0708	0.872
cg08696890	0.6268	0.168	0.2199
cg08697285	0.0609	0.0502	0.0942
cg08697665	0.4264	0.7803	0.8413
cg08700306	0.2866	0.3492	0.3601
cg08700651	0.5678	0.184	0.5233
cg08701609	0.0947	0.0775	0.1455
cg08703595	0.0157	0.0269	0.0045
cg08703971	0.071	0.1207	0.099
cg08704509	0.0377	0.0569	0.1393
cg08704884	0.0976	0.0527	0.1101
cg08706258	0.0403	0.0381	0.0518
cg08707063	0.0605	0.0628	0.0892
cg08707078	0.0974	0.9182	0.9205
cg08708323	0.1464	0.119	0.0984
cg08709276	0.5369	0.9421	0.9095
cg08709385	0.6846	0.8573	0.7558
cg08711674	0.3021	0.5806	0.4699
cg08711724	0.0298	0.0305	0.0407
cg08713365	0.6933	0.0383	0.0554
cg08715135	0.0909	0.0632	0.0988
cg08715837	0.461	0.3964	0.1171
cg08717396	0.092	0.0414	0.0773
cg08718071	0.0445	0.0351	0.0571
cg08719081	0.8067	0.9296	0.8866
cg08719486	0.9659	0.955	0.9383
cg08721347	0.024	0.0208	0.0213
cg08722104	0.0723	0.06	0.0307
cg08722720	0.0785	0.093	0.0575
cg08724474	0.0732	0.0608	0.0648
cg08724517	0.1284	0.3121	0.079
cg08724563	0.0614	0.1736	0.0354
cg08724636	0.0025	0.0063	0.0034
cg08725962	0.4418	0.0073	0.6104
cg08728865	0.2573	0.9113	0.2507
cg08729012	0.1068	0.0961	0.0638
cg08733315	0.06	0.0559	0.0835
cg08733774	0.0672	0.0368	0.1679
cg08737421	0.0235	0.038	0.0549
cg08738040	0	0	0
cg08738269	0.0598	0.0497	0.0819
cg08742106	0.2821	0.783	0.3807
cg08743392	0.0474	0.0942	0.0594
cg08744726	0.5484	0.1056	0.0732
cg08744769	0.0576	0.0579	0.0729
cg08747377	0.3919	0.0202	0.0372
cg08747889	0.0875	0.2103	0.5097
cg08748415	0.1777	0.1242	0.1666
cg08749122	0.0638	0.0424	0.0405
cg08749917	0.1904	0.8764	0.2788
cg08752459	0.743	0.0545	0.0234
cg08755040	0.0214	0.0526	0.0292
cg08757531	0.0298	0.0322	0.0685
cg08759274	0.056	0.0733	0.0794
cg08761447	0.0459	0.0406	0.0495
cg08762247	0.0871	0.867	0.0584
cg08763351	0.1891	0.9474	0.1008
cg08763433	0.0529	0.0452	0.0696
cg08764758	0.0624	0.09	0.1229
cg08766149	0.0824	0.8594	0.8654
cg08766742	0.038	0.0445	0.0473
cg08768421	0.066	0.0589	0.3521
cg08769044	0.8709	0.946	0.8031
cg08770869	0.0689	0.5868	0.0712
cg08771429	0.075	0.0465	0.055
cg08771731	0.1311	0.0617	0.0579
cg08772206	0.4008	0.9174	0.522
cg08773844	0.0622	0.0554	0.089
cg08775230	0.0273	0.0417	0.7305
cg08775774	0.1446	0.4327	0.0764
cg08778586	0.0397	0.0376	0.0454
cg08781448	0.0093	0.0232	0.0324
cg08783491	0.0576	0.0403	0.0535
cg08784110	0.0885	0.8913	0.0734
cg08785133	0.0358	0.0262	0.0547
cg08785155	0.0545	0.0542	0.0892
cg08785215	0.0605	0.0656	0.0995
cg08785534	0.0534	0.0596	0.0983
cg08785922	0.1325	0.0855	0.1294
cg08788717	0.4877	0.9866	0.6979
cg08789630	0.8348	0.9564	0.9344
cg08789908	0.0696	0.0609	0.186
cg08790491	0.0073	0.0213	0.0026
cg08790550	0.7586	0.8638	0.7814
cg08792314	0.0305	0.0247	0.0396
cg08793459	0.0731	0.0616	0.0435
cg08794192	0.0256	0.0279	0.068
cg08797106	0.256	0.14	0.4214
cg08797194	0.0276	0.3377	0.0711
cg08797471	0.1026	0.0664	0.1282
cg08798116	0.0142	0.0045	0.1367
cg08798523	0.0843	0.0679	0.1478
cg08799191	0.0235	0.0229	0.0377
cg08800033	0.0647	0.0508	0.0596
cg08801329	0.0643	0.0447	0.0899
cg08802167	0.029	0.0434	0.0739
cg08803129	0.0345	0.0303	0.0472
cg08803144	0.0309	0.0222	0.0346
cg08804892	0.0924	0.0978	0.9191
cg08805338	0.0306	0.0353	0.0303
cg08806153	0.8619	0.0323	0.0863
cg08807541	0.0681	0.0914	0.0351
cg08810065	0.0325	0.0458	0.0558
cg08810582	0.4768	0.3908	0.1935
cg08810779	0.0633	0.0575	0.0577
cg08811349	0.0047	0.0065	0.0113
cg08812504	0.0627	0.0365	0.076
cg08812936	0.1576	0.8737	0.3386
cg08813236	0.0863	0.0674	0.092
cg08815403	0.2717	0.8299	0.4031
cg08815652	0.0719	0.0561	0.0951
cg08816023	0.1705	0.4266	0.3073
cg08816248	0.0245	0.0853	0.065
cg08817120	0.8076	0.6522	0.0707
cg08817171	0.0713	0.0582	0.1084
cg08819884	0.0498	0.1075	0.065
cg08820801	0.395	0.0629	0.0869
cg08821669	0.0455	0.0512	0.0323
cg08822227	0.0843	0.1005	0.3362
cg08823182	0.8833	0.9252	0.8751
cg08825571	0.007	0.0071	0.0187
cg08826839	0.4147	0.7561	0.0931
cg08826863	0	0.0118	0.0021
cg08827391	0.0208	0.017	0.0182
cg08828036	0.4355	0.8084	0.4197
cg08831348	0.0509	0.0474	0.0209
cg08831594	0.033	0.0445	0.8867
cg08831701	0.0709	0.0843	0.0759
cg08831744	0.426	0.3576	0.151
cg08832227	0.4012	0.9423	0.4999
cg08833432	0.11	0.7458	0.1558
cg08835688	0.9308	0.7517	0.7789
cg08836024	0.9487	0.9512	0.6912
cg08839620	0.0254	0.0351	0.0506
cg08843314	0.7802	0.9211	0.8161
cg08843492	0.3609	0.4093	0.4391
cg08846002	0.0714	0.0409	0.044
cg08847038	0.0195	0.0187	0.0254
cg08847533	0	0.0043	0.4602
cg08849126	0.0462	0.0343	0.0432
cg08849574	0.7051	0.9119	0.3506
cg08851943	0.0467	0.0442	0.0728
cg08853659	0.7802	0.026	0.0576
cg08859916	0.1875	0.0483	0.0844
cg08860143	0.0614	0.8539	0.1718
cg08861115	0.7944	0.2647	0.5147
cg08866753	0.0471	0.0361	0.0998
cg08871016	0.0554	0.0398	0.2364
cg08871189	0.084	0.1354	0.1031
cg08872483	0.1224	0.1777	0.108
cg08872493	0.0645	0.239	0.0476
cg08872550	0.0823	0.2027	0.085
cg08872742	0.1271	0.8394	0.3753
cg08875535	0.0891	0.0622	0.1016
cg08876470	0.0509	0.2488	0.1062
cg08876591	0.5447	0.0987	0.1416
cg08876665	0.059	0.0718	0.0726
cg08876932	0.8806	0.9947	0.5793
cg08878304	0.0622	0.0558	0.0802
cg08878323	0.381	0.9012	0.8189
cg08878352	0.0873	0.0894	0.1168
cg08880153	0.2961	0.9745	0.758
cg08881067	0.0281	0.0259	0.0401
cg08884343	0.354	0.7794	0.4753
cg08886154	0.0505	0.2801	0.0509
cg08887137	0.0427	0.0388	0.0418
cg08888956	0.4737	0.858	0.2443
cg08890043	0.097	0.0961	0.1221
cg08893585	0.0436	0.0744	0.1113
cg08894534	0.0371	0.0215	0.0387
cg08896053	0.0933	0.8473	0.0786
cg08896629	0.041	0.0286	0.0487
cg08896945	0.4367	0.8927	0.1114
cg08897388	0.5647	0.6847	0.0558
cg08899626	0.5651	0.9726	0.1396
cg08900043	0.0486	0.0387	0.0463
cg08902132	0.0526	0.0454	0.0661
cg08902818	0.095	0.1707	0.2592
cg08905118	0	0.0057	0.0023
cg08906015	0.6553	0.9589	0.5125
cg08907850	0.0816	0.0582	0.0574
cg08908355	0.0184	0.0454	0.0256
cg08909157	0.5564	0.13	0.3454
cg08911391	0.0373	0.1397	0.0629
cg08912400	0.0679	0.7106	0.1029
cg08914623	0.3818	0.4963	0.9486
cg08914916	0.0425	0.0411	0.0593
cg08917718	0.3046	0.7013	0.0887
cg08918431	0.0516	0.0317	0.054
cg08918749	0.8152	0.6961	0.0586
cg08920071	0.2479	0.934	0.8401
cg08923060	0.0351	0.0696	0.0683
cg08923109	0.9077	0.9645	0.9153
cg08923379	0.0054	0.0094	0.0135
cg08923450	0.0614	0.0579	0.0336
cg08924430	0.5165	0.0999	0.8723
cg08927489	0.0374	0.0388	0.0446
cg08928646	0.039	0.0373	0.016
cg08929103	0.0604	0.8934	0.2466
cg08932320	0.0757	0.0678	0.0853
cg08933517	0.1416	0.9441	0.6226
cg08934427	0.7723	0.9322	0.863
cg08934443	0.0293	0.0245	0.0459
cg08935243	0.034	0.0361	0.0257
cg08935301	0.4664	0.5352	0.4569
cg08936952	0.7996	0.9073	0.9039
cg08942800	0.4465	0.9004	0.0912
cg08942875	0.0841	0.093	0.7678
cg08946117	0.4177	0.4491	0.1659
cg08946332	0.5395	0.3318	0.8533
cg08946989	0.0183	0.0267	0.0267
cg08947964	0.0417	0.6147	0.0459
cg08948050	0.8785	0.8722	0.8687
cg08949296	0.2479	0.0062	0.0149
cg08950375	0.6267	0.9308	0.9741
cg08952029	0.2634	0.918	0.3959
cg08954856	0.2087	0.7897	0.098
cg08955609	0.0532	0.4237	0.1481
cg08958015	0.6782	0.8897	0.1002
cg08959992	0.0869	0.0725	0.1185
cg08961832	0.4583	0.8451	0.3135
cg08965235	0.8577	0.9173	0.0621
cg08965337	0.013	0.0179	0.0147
cg08965527	0.0347	0.045	0.0637
cg08966023	0.0639	0.0406	0.0598
cg08966293	0.1106	0.0874	0.119
cg08970446	0.819	0.8694	0.8428
cg08970694	0.235	0.6944	0.5023
cg08972170	0.8761	0.9539	0.8746
cg08974656	0.0323	0.0388	0.0442
cg08977371	0.2393	0.0529	0.0639
cg08980578	0.0158	0.021	0.1037
cg08981777	0.0482	0.8624	0.029
cg08983259	0.893	0.9672	0.9682
cg08983975	0.0333	0.0359	0.0438
cg08986416	0.0689	0.1064	0.1698
cg08987989	0.5689	0.5242	0.7039
cg08990057	0.032	0.0258	0.2637
cg08992050	0.0649	0.0922	0.0716
cg08993172	0.1025	0.5999	0.6165
cg08993267	0.0444	0.0585	0.0585
cg08995424	0.6071	0.0604	0.5588
cg08996502	0.1028	0.0801	0.1329
cg08996521	0.045	0.5519	0.0645
cg08996748	0.7947	0.3945	0.7462
cg08996986	0.8293	0.9049	0.2727
cg08997253	0.2203	0.8061	0.0818
cg08998501	0.4739	0.8839	0.1028
cg08998967	0.0726	0.1538	0.1323
cg08999486	0.032	0.0329	0.044
cg08999895	0.1128	0.6631	0.5827
cg09000112	0.018	0.0308	0.0433
cg09000510	0.1119	0.1106	0.1557
cg09001777	0.1359	0.5885	0.6835
cg09001953	0.0526	0.1462	0.0961
cg09002165	0.0111	0.0197	0.0148
cg09002774	0.0826	0.0683	0.1203
cg09003876	0.054	0.052	0.0575
cg09008187	0.0373	0.0391	0.0715
cg09009042	0.0534	0.0749	0.0502
cg09009111	0.5512	0.2391	0.4058
cg09009259	0.0641	0.1035	0.1299
cg09009380	0.5404	0.0402	0.8369
cg09010998	0.0688	0.0673	0.0874
cg09011597	0.0537	0.174	0.1467
cg09013626	0.0748	0.0852	0.0974
cg09014354	0.5721	0.7226	0.0708
cg09015232	0.0739	0.6939	0.1391
cg09017174	0.2244	0.3016	0.1007
cg09018040	0.6285	0.8786	0.1621
cg09018810	0.0072	0.0197	0.0117
cg09018824	0.6346	0.8809	0.8678
cg09018862	0.2825	0.9035	0.7421
cg09019938	0.5821	0.9267	0.1006
cg09020461	0.0689	0.055	0.0726
cg09022808	0.3618	0.7531	0.0933
cg09022993	0.61	0.066	0.885
cg09025324	0.8939	0.1674	0.929
cg09027725	0.1211	0.8593	0.1412
cg09030119	0.2833	0.8076	0.2898
cg09033997	0.3757	0.9113	0.5944
cg09034836	0.6491	0.881	0.8139
cg09034896	0.1334	0.8388	0.5595
cg09038676	0.0467	0.0484	0.059
cg09038885	0.4468	0.1968	0.3712
cg09038914	0.0665	0.8306	0.7078
cg09039163	0.37	0.7876	0.8397
cg09039698	0.0486	0.0502	0.1117
cg09040752	0.1794	0.8326	0.7877
cg09044738	0.5622	0.8801	0.8087
cg09044743	0.0529	0.0708	0.0834
cg09045681	0.2238	0.6184	0.0727
cg09047884	0.1052	0.0579	0.0738
cg09049660	0.0833	0.4066	0.0857
cg09052983	0.0475	0.0401	0.0693
cg09053680	0.9952	0.9929	0.7256
cg09054876	0.2687	0.6071	0.0389
cg09056317	0.3209	0.5184	0.1243
cg09057265	0.0521	0.0573	0.072
cg09058381	0.0849	0.0447	0.0545
cg09058542	0.1409	0.895	0.3724
cg09059181	0.0599	0.0464	0.072
cg09059548	0.3567	0.0255	0.0111
cg09059635	0.4717	0.88	0.8478
cg09059945	0.083	0.0342	0.4351
cg09060849	0.0822	0.0593	0.0926
cg09060914	0.8446	0.931	0.5385
cg09061733	0.5507	0.9314	0.776
cg09065135	0.0365	0.0308	0.0952
cg09065199	0.0573	0.0518	0.0312
cg09067967	0.1939	0.2216	0.2557
cg09068198	0.1481	0.1213	0.1276
cg09068492	0.5877	0.9425	0.1764
cg09068528	0.9296	0.9443	0.1075
cg09068993	0.0313	0.0492	0.0642
cg09072120	0.5524	0.1236	0.8556
cg09076077	0.0502	0.9014	0.1169
cg09076123	0.5953	0.5912	0.7222
cg09076584	0.8303	0.8671	0.8446
cg09079275	0.5503	0.3572	0.1677
cg09079593	0.0697	0.0616	0.1582
cg09080746	0.0365	0.0583	0.027
cg09081544	0.0331	0.8746	0.5067
cg09082287	0.6823	0.8631	0.0397
cg09082921	0.3096	0.6196	0.251
cg09083627	0.9975	0.9989	0.0158
cg09085198	0.0891	0.0843	0.0684
cg09085639	0.0775	0.0591	0.0793
cg09086179	0.1282	0.9343	0.1238
cg09086761	0.046	0.0461	0.0985
cg09087966	0.0531	0.052	0.0682
cg09088193	0.9155	0.9203	0.9474
cg09088508	0.0874	0.0812	0.2008
cg09088576	0.4854	0.885	0.8229
cg09088577	0.9375	0.9313	0.9264
cg09088834	0.6602	0.089	0.8361
cg09089053	0.4913	0.8303	0.3313
cg09092161	5e-04	0.0072	0.0086
cg09095562	0.0918	0.8861	0.4585
cg09096031	0.1336	0.8719	0.0403
cg09096950	0.2042	0.1099	0.6618
cg09099177	0.8677	0.8378	0.8409
cg09102409	0.041	0.0612	0.0474
cg09102714	0.0255	0.0581	0.0421
cg09103232	0.0653	0.0612	0.0667
cg09106817	0.0578	0.0205	0.0424
cg09106999	0.5527	0.8692	0.485
cg09107232	0.0697	0.0808	0.0773
cg09107315	0.2682	0.8692	0.8655
cg09109450	0.3855	0.5481	0.1125
cg09109996	0.0726	0.0357	0.0453
cg09111484	0.5172	0.9884	0.5354
cg09111917	0.132	0.9153	0.4481
cg09113530	0.7571	0.3329	0.8698
cg09113613	0.0796	0.073	0.1068
cg09114799	0.0304	0.058	0.0698
cg09118625	0.1904	0.8619	0.908
cg09119665	0.0623	0.0655	0.051
cg09120035	0.0662	0.825	0.0619
cg09121849	0.0039	0.0089	0.0116
cg09123444	0.0557	0.0351	0.0543
cg09126273	0.3343	0.0944	0.1727
cg09128050	0.0896	0.1008	0.1142
cg09130402	0.0575	0.0528	0.065
cg09131135	0.0578	0.0538	0.0656
cg09133026	0.3061	0.8529	0.7
cg09134726	0.1002	0.8866	0.4023
cg09134747	0.0597	0.058	0.0676
cg09137696	0.4944	0.9393	0.8081
cg09138627	0.0413	0.0422	0.0484
cg09143576	0.0367	0.0255	0.0273
cg09143663	0.7273	0.8933	0.6431
cg09144196	0.0661	0.0512	0.0715
cg09144422	0.2849	0.1692	0.4659
cg09144786	0.0595	0.0367	0.0527
cg09146695	0.2589	0.0311	0.0291
cg09147213	0.1512	0.1026	0.0771
cg09147827	0.0565	0.8898	0.0824
cg09149294	0.0587	0.0346	0.0754
cg09150117	0.4715	0.0089	0.013
cg09150232	0.8523	0.9403	0.9399
cg09151429	0.0798	0.0265	0.0676
cg09152089	0.057	0.0374	0.0664
cg09155001	0.3759	0.8538	0.6618
cg09155025	0.163	0.9056	0.8062
cg09155852	0.0616	0.063	0.0519
cg09156233	0.7938	0.013	0.043
cg09158314	0.0863	0.1832	0.1372
cg09158909	0.0499	0.0628	0.1008
cg09160477	0.0085	0.7658	0.4513
cg09161592	0	0.0175	0.0089
cg09163021	0.2273	0.8204	0.5571
cg09163317	0.9156	0.0511	0.0546
cg09163442	0.0516	0.04	0.0494
cg09164559	0.0745	0.0446	0.078
cg09169283	0.1034	0.8751	0.1702
cg09169633	0.8925	0.9387	0.8994
cg09171381	0.0473	0.0339	0.0358
cg09173897	0.1696	0.844	0.4887
cg09175724	0.0624	0.0712	0.0959
cg09176853	0.0792	0.0881	0.0653
cg09176995	0.0655	0.0663	0.0999
cg09179743	0.5097	0.9385	0.3987
cg09179845	0.1727	0.9177	0.6307
cg09180926	0.0428	0.0363	0.0383
cg09182986	0.0322	0.0393	0.0678
cg09185773	0.1325	0.1952	0.0678
cg09186006	0.9179	0.9773	0.6259
cg09186685	0.0781	0.0771	0.1277
cg09188980	0.088	0.8927	0.1223
cg09189322	0.0802	0.0602	0.1058
cg09189428	0.0435	0.0385	0.0524
cg09190408	0.9243	0.9378	0.9306
cg09191327	0.1032	0.3315	0.1081
cg09191626	0.6701	0.9304	0.7876
cg09192760	0.0107	0.0108	0.0086
cg09194436	0.0558	0.0419	0.0396
cg09194650	0.0664	0.0425	0.0468
cg09196942	0.1125	0.9168	0.1762
cg09197965	0.0776	0.1798	0.0915
cg09201327	0.704	0.0619	0.0751
cg09201719	0.4483	0.9367	0.4828
cg09202373	0.0633	0.2229	0.1196
cg09203961	0.0517	0.0387	0.071
cg09205751	0.3913	0.907	0.7189
cg09209002	0.0386	0.0516	0.0478
cg09212058	0.4066	0.9448	0.9389
cg09212468	0.074	0.8527	0.4708
cg09214254	0.8459	0.9237	0.1777
cg09214920	0.0815	0.0546	0.0481
cg09215553	0.0054	0.0155	0.0091
cg09217923	0.9035	0.9353	0.1319
cg09218130	0.0963	0.0558	0.1611
cg09220361	0.3302	0.8615	0.2555
cg09221326	0.0485	0.0637	0.0547
cg09222115	0.2339	0.8949	0.6435
cg09222791	0.9111	0.9258	0.9157
cg09223071	0.0405	0.0411	0.0527
cg09225321	0.0875	0.4915	0.1553
cg09226684	0.1249	0.1519	0.138
cg09227136	0.041	0.0407	0.0704
cg09227563	0.4688	0.7481	0.1017
cg09229231	0.071	0.0504	0.0851
cg09229912	0.4997	0.2407	0.1576
cg09229960	0.0072	0.0121	0.0125
cg09230732	0.0504	0.0478	0.0567
cg09231514	0.0141	0.8863	0.0236
cg09234474	0.3604	0.0734	0.075
cg09234859	0.0603	0.0535	0.0782
cg09234872	0.0874	0.0945	0.1299
cg09238598	0.1573	0.0848	0.2497
cg09239756	0.1666	0.0821	0.3067
cg09242541	0.2085	0.9466	0.3741
cg09242772	0.0281	0.0214	0.0689
cg09243021	0.425	0.5906	0.647
cg09243900	0.0559	0.0565	0.8924
cg09244244	0.1435	0.3919	0.1519
cg09245073	0.1647	0.9016	0.8598
cg09245378	0.0462	0.0509	0.0693
cg09251995	0.0304	0.027	0.0299
cg09252204	0.9237	0.8944	0.0603
cg09253125	0.0556	0.0536	0.0674
cg09254939	0.0831	0.0481	0.1057
cg09255666	0	0.0069	2e-04
cg09256683	0.063	0.6693	0.0401
cg09257092	0.0334	0.0281	0.958
cg09258965	0.9057	0.9252	0.5841
cg09259332	0.0045	0.011	0.0032
cg09259772	0.0532	0.2147	0.1088
cg09260089	0.8012	0.9526	0.5498
cg09260441	0.3669	0.825	0.3171
cg09260564	0.0457	0.0588	0.0745
cg09260830	0.4849	0.8418	0.8651
cg09261015	0.8515	0.8288	0.1399
cg09261262	0.1475	0.753	0.6184
cg09262269	0.5813	0.0555	0.8472
cg09263755	0.0989	0.2029	0.0762
cg09264112	0.0856	0.8772	0.1456
cg09266433	0.418	0.0094	0.0266
cg09272256	0.1901	0.8843	0.8199
cg09272869	0.0902	0.0845	0.1061
cg09273772	0.0467	0.0373	0.025
cg09275137	0.0391	0.0497	0.0428
cg09276355	0.0441	0.0356	0.0621
cg09276363	0.7755	0.8919	0.7745
cg09276451	0.2892	0.8837	0.8704
cg09276883	0.0928	0.1968	0.1971
cg09276978	0.1263	0.8053	0.4085
cg09277365	0.0414	0.0623	0.0665
cg09277575	0.0704	0.8281	0.1316
cg09280976	0.427	0.8947	0.5644
cg09282338	0.0445	0.0208	0.0396
cg09282744	0.0418	0.0448	0.0718
cg09283635	0.0069	0.0071	0.0166
cg09286787	0.403	0.9162	0.6972
